,path_x,sentence
738,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19559003_9.mp3,Tiene un sabor intenso a miel y regaliz.
739,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19570116_6.mp3,Las motivaciones que llevan a Raistlin a dejarse vencer por La Reina son ambiguas.
740,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19570279_7.mp3,No obtuvo verdadera relevancia hasta su tercera temporada.
741,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19570958_7.mp3,Tras la ceremonia comienzan las pruebas.
742,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19570984_6.mp3,"Beit nunca se casó, ni tampoco tuvo hijos."
743,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19571932_6.mp3,Se mantiene la tensión narrativa a lo largo del cuento.
744,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19572257_9.mp3,El hospital fue construido en etapas.
745,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19572457_5.mp3,Tras graduarse trabajó brevemente en un laboratorio de robótica.
746,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19572587_7.mp3,Sirve el Condado de Elmore.
747,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19572590_7.mp3,Pero hay una expansión de nuestra familia.
748,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19573649_7.mp3,"Anteriormente se le conocía como Playa Lauro Villar y, curiosamente como Playa Washington inicialmente."
749,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19574288_9.mp3,Todas las otras escalas en la música occidental tradicional son subconjuntos de esta escala.
750,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19574485_6.mp3,La totalidad del censo se desarrolló durante la presidencia de Álvaro Uribe.
751,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19574797_7.mp3,"Pensar, sentir y dudar es un delito."
752,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19579595_7.mp3,Pictures mostró el tercer tráiler oficial.
753,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19580714_7.mp3,"Cubre todos los aspectos del circo, desde su inicio arqueológico hasta sus formas contemporáneas."
754,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19580778_8.mp3,Rick Savage se encuentra casado con su esposa Paige.
755,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19580791_5.mp3,La vid sobrevivió y el gobierno austríaco la designó monumento natural protegido.
756,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19582967_9.mp3,La localidad cuenta con una iglesia y una planta de celulosa.
757,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19583027_8.mp3,Se realizan alrededor de diez torneos al año.
758,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19584021_6.mp3,Es por tanto la división más poblada y la más pequeña de la provincia.
759,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19584205_8.mp3,El día del restablecimiento de la independencia se celebra como fiesta estatal.
760,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19590658_7.mp3,"Con este conjunto estrenó Julio ""Mon beguin"", su primer tango."
761,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19592255_7.mp3,Surgen dos grandes corrientes: el budismo de la Tierra Pura y el budismo Zen.
762,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19592301_8.mp3,"Por ello, se incluyen entre las causas de estenosis esofágica extrínseca.."
763,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19594019_5.mp3,La minería y la ganadería se vieron bastante mermadas en su producción.
764,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19594030_9.mp3,Es de obligado cumplimiento para todas las estructuras que utilicen hormigón en España.
765,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19594320_7.mp3,Irving sospechó que había sido víctima de un acto ilegal.
766,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19594389_8.mp3,Las diputaciones provinciales fueron establecidas en las Provincias Internas.
767,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19594900_6.mp3,Este Cuartel se construyó en la Plaza de Sta.
768,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19595120_10.mp3,La herramienta empleada para conseguirlo es un trapo arrugado impregnado de material.
769,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19595268_5.mp3,"Tras esto, no hubo nuevas interacciones hasta la Segunda Guerra Mundial."
770,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19595441_7.mp3,Fue enterrado en el Cementerio St.
771,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19595508_5.mp3,"Teatro de los Trabajadores del ""Proletkult""."
772,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19596148_6.mp3,"En una importante escena de la película Valentín canta ""Color humano"" disfrazado como astronauta."
773,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19596508_10.mp3,Yayo afirma que El aspecto de The Game es como el Mr.
774,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19596678_7.mp3,Se encuentra actualmente militando para los Edmonton Capitals de la North American League.
775,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19596703_6.mp3,Suele permanecer en el estrato bajo del bosque del ecosistema húmedo del shola.
776,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19596767_5.mp3,Deja la dirección de la empresa cuando es vendida al grupo Hachette.
777,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19597233_8.mp3,Y la familia del pequeño Francisco ya era muy numerosa.
778,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19597276_7.mp3,Rechazaba más o menos todo.
779,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19597295_6.mp3,Teresa y sus hermanos siempre fueron considerados como parte de la Familia Imperial Rusa.
780,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19597651_7.mp3,Esta edición sólo está disponible en los Estados Unidos.
781,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19597787_9.mp3,Aunque de escasa importancia pesquera es capturado y vendido fresco con un precio medio.
782,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19597788_9.mp3,"Hoy se tiende a poner su verdadero apellido, Ophüls."
783,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19597922_10.mp3,"En este caso no se trata de una suspensión, sino de una quiebra."
784,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19598628_8.mp3,"Sólo se puede capturar en horizontal o en vertical, nunca en diagonal."
785,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19598723_5.mp3,Tal persona puede actuar como substituto o como diputado.
786,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19598824_5.mp3,"Señor Nuncio Apostólico, Mons."
787,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19599569_10.mp3,Otras cuentas cuentan la vanidad de Khan y su orgullo.
788,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19600044_6.mp3,Todos ellos bailan al mismo son.
789,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19600785_8.mp3,Aparentemente está restringido a bosques tropicales húmedos primarios de mediana altura.
790,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19601031_7.mp3,"Además tradujo, y publicó como traductor, diversas obras de muy distinta naturaleza."
791,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19601850_10.mp3,"La serie está basada en la serie británica ""Camping"" creada por Julia Davis."
792,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19601893_7.mp3,Hay algunas diferencias entre los argumentos de novela y película.
793,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19602494_10.mp3,Solo estaba disponible con caja de cambios automática de cuatro velocidades.
794,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19602534_5.mp3,Detrás del monumento se ubica la iglesia de Santa María.
795,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19602814_6.mp3,Centeno nació en Buenos Aires.
796,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19603230_9.mp3,De cada equipo sale un cable que se conecta a uno de ellos.
797,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19603941_9.mp3,"En la batalla subsiguiente, Rand Int."
798,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19604086_10.mp3,"Su segundo sencillo, ""Stop It Girl"", fue aún peor."
799,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19604241_9.mp3,Su capital administrativa era la ciudad de Turku.
800,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19604253_9.mp3,Los hechos históricos son mezclados con hechos legendarios o inciertos.
801,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19604420_7.mp3,Ambos habían tocado juntos con Keith Tippett y en el álbum solista de Dean.
802,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19604465_8.mp3,Su sello es el Century Media.
803,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19605451_6.mp3,La mayoría de sus epigramas elogian el vino y todos ellos son humorísticos.
804,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19605911_10.mp3,Un programa era especificado como una secuencia de subrutinas y argumentos.
805,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19606648_10.mp3,El modo de presentación de las obras varía por temporada.
806,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19607102_6.mp3,Esto se da particularmente en el caso en ambientes ácidos.
807,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19607465_7.mp3,Sus deshielos descienden hacia el oeste convertidos en pequeños riachuelos.
808,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19607481_8.mp3,En noviembre fue presentada oficialmente.
809,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19607527_8.mp3,Licofrón obtuvo la ayuda de Esparta y Medio pidió ayuda a Atenas.
810,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19608347_9.mp3,La mayoría de turistas internacionales proceden de Alemania y Austria.
811,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19608504_9.mp3,"En la esquina inferior izquierda aparece una solitaria figura, probablemente un pastor."
812,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19608730_5.mp3,"El álbum vendió pocas copias, a pesar de ser bien recibido por la crítica."
813,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19608750_9.mp3,"Sin embargo, en las Islas Británicas, los templos eran comúnmente de diseño circular."
814,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19608788_9.mp3,"Estos paradigmas pueden estar relacionados, particularmente en los extremos."
815,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19609102_9.mp3,La figura de Bernáldez destaca por su apoyo dado al movimiento ecologista en España.
816,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19609330_8.mp3,Se destaca por la condición acústica de su sala principal.
817,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19609382_5.mp3,Ninguno de los dos consigue su tarea.
818,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19609934_8.mp3,No era la primera vez que Goya retrataba al ministro.
819,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19610009_5.mp3,Pero no para mí.
820,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19610038_5.mp3,La ciudad está conectada con el Aeropuerto de Alma.
821,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19610497_7.mp3,Es aquí donde la religiosa cambió su nombre por el de María Teresa.
822,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19611107_9.mp3,"Sin olvidar sus estancias en British, Ashmolean Museum, Fitzwilliam Museum."
823,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19611122_10.mp3,Se trata de una isla rocosa que presenta restingas en sus costas.
824,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19611203_9.mp3,"Louis Bombers, pero una enfermedad cortó su carrera, no llegando a debutar."
825,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19611208_8.mp3,Únicamente se había dejado a los enfermos y moribundos.
826,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19611218_9.mp3,Se educó en el Inverness College y en la Universidad de St.
827,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19611283_5.mp3,Las miniaturas del Maestro de Rohan son muy emotivas.
828,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19611390_5.mp3,Hasta ese momento estaba principalmente dedicada a nadar en espalda.
829,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19611467_6.mp3,Originalmente las tablas de esquiar eran una única pieza de madera.
830,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19611552_8.mp3,"Tras la derrota, se exilió en Bolivia."
831,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19612013_10.mp3,Fuerte fragancia.
832,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19612353_6.mp3,El resultado fue una música de potencia y vitalidad contundentes en letra y música.
833,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19612481_10.mp3,La entrada principal consta de tres puertas coronadas por arcos peraltados de cantera verde.
834,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19612690_8.mp3,"Sin embargo, su dedicación fundamental sería a la docencia e investigación."
835,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19613485_6.mp3,"Además se puede focalizar el tratamiento, evitando así los tratamientos indiscriminados."
836,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19613944_8.mp3,"Su padre Mitch, hace una breve aparición en el video."
837,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19614094_5.mp3,"Este tipo de planta presentan raíces, tallos y hojas."
838,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19614116_6.mp3,"Según Ranger Robert Garza escuchó que ""el disparo fue accidental""."
839,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19614224_7.mp3,Pertenece a la subregión del Chaco semiárido.
840,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19614944_8.mp3,Tanto los machos como las hembras se separan de su grupo natal.
841,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19615000_9.mp3,Sin embargo esta creencia esta alejada de la realidad.
842,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19615051_6.mp3,Está ubicado en la intersección de la Avenida Libertadores con Avenida Canal Bogotá.
843,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19615787_6.mp3,Muy bueno.
844,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19616158_5.mp3,Como cada año se llevaron a cabo las reuniones invernales.
845,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19616244_5.mp3,"Con una periodicidad cuatrimestral, es editada por el Ayuntamiento y la Diputación de Albacete."
846,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19616745_8.mp3,"Era profesor de ""jazz"" en la Universidad de Toledo, Ohio."
847,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19619664_10.mp3,"Es un sitio a gran escala, diseñado y creado como elemento de la sociedad."
848,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19619688_5.mp3,"Él y el batería de Suede, Simon Gilbert, son primos."
849,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19620389_9.mp3,Se ha asociado con algunos profesionales para generar diferentes propuestas.
850,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19620435_5.mp3,En la siguiente lista se describen algunos personajes de la serie.
851,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19621483_6.mp3,Trabajó durante cinco años como profesor en la Universidad de Yale.
852,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19621565_6.mp3,Uno de estos instrumentos se exhibe actualmente en el Deutsches Museum de Múnich.
853,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19621768_8.mp3,"Louis, donde apareció por primera vez en público a los seis años."
854,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19622469_10.mp3,La más directa influencia proveniente de la psicología viene de la escuela Gestalt.
855,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19622787_9.mp3,Pueden invadir heridas abiertas o ulceraciones en la piel.
856,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19623024_9.mp3,"Así, el grupo Mondadori controla actualmente un tercio del sector editorial en Italia."
857,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19623335_7.mp3,Durante los seis años siguientes realizará otras siete películas más.
858,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19623588_10.mp3,"Licenciado en ciencias políticas, estudió un máster de periodismo en Milán."
859,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19623767_7.mp3,Las semillas se recogen con fines medicinales.
860,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19623794_7.mp3,Actualmente esta inmersa en una carrera en solitario.
861,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19624042_7.mp3,"Todo lo malo es por mi, yo tengo mi conciencia tranquila."
862,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19624112_10.mp3,Su propósito era ponerse así entre Lee y Richmond.
863,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19624579_5.mp3,Tiene un solo hermano.
864,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19625271_6.mp3,Se extiende en colonias en los macizos calizos del Parque Natural Sierra de Grazalema.
865,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19625313_7.mp3,"Su último Gran Premio fue en Brno, que como muchos otros, terminó en caída."
866,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19625331_10.mp3,No fue elegida para jugar la semifinal de la Fed Cup ante Australia.
867,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19625372_9.mp3,Discurre por el territorio de la ciudad de Anapa.
868,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19625990_7.mp3,"Se encuentran numerosas aves acuáticas, entre las que se destaca el flamenco común."
869,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19626283_10.mp3,Se ocupa tanto del aspecto visual como del contenido del programa.
870,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19627057_7.mp3,El servicio de transporte local es proporcionado por El Sol.
871,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19627078_8.mp3,"Durante el resto de su vida, siguió enseñando y trabajando como arquitecto."
872,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19627105_6.mp3,La estación de Tocancipá hace parte de las estaciones de ferrocarril del Nordeste.
873,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19627465_8.mp3,La localidad está asentada en el camino que conecta a Agua Prieta y Bavispe.
874,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19627500_5.mp3,"La ""Home Rule"" era popular en toda Irlanda, aparte del noreste del Ulster."
875,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19628180_6.mp3,La mayor parte de la parroquia está efectivamente pavimentada.
876,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19628217_7.mp3,"Reflejan una realidad cotidiana, quizá prosaica, pero no por ello menos entrañable."
877,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19629571_10.mp3,Su iglesia matriz es la catedral Metropolitana Todos los Santos.
878,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19630741_6.mp3,"Por la presión mecánica que requiere la impresión, estas impresoras pueden crear copias carbón."
879,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19630925_9.mp3,Fuera de Dresde solo unos pocos de estos salmos alcanzarían popularidad.
880,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19631183_10.mp3,Recibieron una puesta a punto apresurada con correas de distribución improvisadas.
881,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19631337_5.mp3,"Por ello, la prensa paraguaya lo catalogó como el jugador revelación del año."
882,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19632812_6.mp3,Aunque es celebrado el segundo domingo de Mayo.
883,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19633020_10.mp3,Kevin tuvo que ensayar con un profesor de baile más bajo que Lucy.
884,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19633225_6.mp3,Fleetwood siguió a Lambert.
885,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19633338_8.mp3,"Durante su estancia en un internado cristiano, fue de nuevo víctima de abusos."
886,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19633535_7.mp3,Se encontraba en Granada por su trabajo cuando estalló la Guerra Civil Española.
887,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19633808_7.mp3,"Las antenas son de color negro con algunas escamas blancas, ápice completamente negro."
888,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19633970_8.mp3,Pueden ser de madera o metal.
889,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19634461_9.mp3,Se desconocen los límites exactos de sus territorios.
890,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19634652_5.mp3,Otra ecuación similar basada en datos más recientes es la ecuación de Arden Buck.
891,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19634757_10.mp3,Los dialectos estadounidenses son muy parecidos a los de Canadá.
892,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19634801_8.mp3,La red obtuvo su forma actual de siete estaciones.
893,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19635224_6.mp3,Se produjeron algunos disturbios y algunas detenciones.
894,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19635365_10.mp3,"Está protagonizada por Catherine Deneuve y Jean Marais, con música de Michel Legrand."
895,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19635812_9.mp3,"Fue Presidente Municipal de Reynosa, Tamaulipas."
896,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19636366_10.mp3,Crece en praderas muy húmedas o incluso algo encharcadas.
897,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19636492_7.mp3,La Publicación Científica No.
898,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19636510_9.mp3,"Diariamente, los vecinos argumentaban agresivamente unos contra otros, e incluso contra su propio pueblo."
899,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19636807_6.mp3,"Sin embargo, esta innovación no llegó a prosperar."
900,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19637098_9.mp3,"Esta película definitivamente se ubica entre los mejores trabajos del director""."
901,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19637654_8.mp3,"Desde muy joven, pasó mucho tiempo inmerso en la oración."
902,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19637692_7.mp3,Actualmente juega en el Hibernian.
903,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19637718_10.mp3,"Actualmente, Katusha y Movistar compiten en bicicletas de carreras Canyon."
904,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19638290_7.mp3,Algunos pueden estar almacenados como reserva en otros países.
905,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19638379_8.mp3,"Es una artista plástica, historietista e ilustradora colombo-ecuatoriana."
906,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19638443_6.mp3,El Badalona disputó dos eliminatorias para lograr el ascenso al monas.
907,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19638459_6.mp3,Esta obra fue comparada con el Guernica de Picasso.
908,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19638661_5.mp3,Su padre fue el doctor Luis de Aguilar y su madre Isabel Toledano.
909,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19638958_8.mp3,"Actualmente reside en Alcobendas, Madrid."
910,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19639573_7.mp3,Su capital es la población de Santa Elena de Arenales.
911,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19639650_8.mp3,Hyde de Robert Louis Stevenson y Wilhelmina del Drácula de Bram Stocker.
912,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19639888_10.mp3,La pareja se queda a solas.
913,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19639961_9.mp3,Terminó el año clasificado en el cuarto puesto del certamen.
914,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19640247_9.mp3,Se debía cambiar la imagen del español rudo y agresivo.
915,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19640706_8.mp3,Documental que describe el despertar de la ciudad y su movimiento cotidiano.
916,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19640752_9.mp3,"Sin embargo, pronto Oriana se da cuenta de su error y le perdona."
917,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19640885_10.mp3,"La villa cuenta con un complejo deportivo privado, una escuela y un puesto policial."
918,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19641126_6.mp3,Actualmente se encuentra retirado del ciclismo profesional.
919,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19641154_9.mp3,No está claro si la orogenia involucró en algún momento una colisión continental.
920,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19641271_5.mp3,"Las cartas representan diferentes símbolos repartidos en cuatro colores: amarillo, verde, naranja y violeta."
